Date,Longitude,Latitude
2005,-118.746886,36.553293
2005,-121.235332,38.726595
2005,-119.851287,34.443071
2006,-118.0938166,34.23989058
2007,-120.422172,34.675253
2007,-118.965948,34.05892918
2007,-116.7152556,33.7467471
2007,-117.6190174,33.7105921
2008,-116.9126415,34.26360095
2009,-119.5840702,37.7449798
2009,-116.718781,33.740909
2009,-117.9781222,34.1784443
2009,-117.6272292,34.27092816
2009,-121.8476465,39.7469946
2009,-121.748042,39.780293
2009,-119.5936038,37.7455701
2009,-121.947568,39.73203435
2009,-119.5936038,37.7455701
2009,-121.8436288,39.7187141
2009,-123.2123499,39.15602698
2009,-119.5934089,37.74827704
2009,-122.927215,38.415644
2009,-118.0189362,34.2060741
2009,-117.1223988,34.012866
2009,-121.9461259,36.51576564
2009,-121.7917874,38.52528859
2009,-116.9757528,34.28800797
2009,-117.1738158,34.0379665
2010,-122.425203,39.03816
2010,-120.654302,35.309739
2010,-119.656477,37.71573871
2010,-121.2343342,37.02520849
2010,-122.927215,38.415644
2010,-122.528812,38.0014851
2010,-117.8229689,34.09270816
2010,-116.6031172,33.11974722
2010,-116.570196,32.98321429
2011,-122.7816136,38.61180714
2011,-121.846018,37.521878
2011,-121.773813,36.244543
2011,-123.1752777,39.23597612
2011,-117.6257604,34.24889824
2011,-119.7988179,34.53734772
2011,-116.7149385,33.74513511
2011,-122.5285284,38.00135907
2011,-122.249272,38.277489
2011,-119.1014534,34.81437106
2011,-119.5936985,37.750856
2011,-118.4158647,36.00078487
2011,-119.611283,37.73199051
2012,-122.5125208,38.44271914
2012,-122.7010754,38.4368692
2012,-122.661525,38.421319
2012,-122.6944757,38.57496921
2012,-118.6018504,35.9764553
2012,-118.5998586,36.79239015
2012,-122.2219992,37.1723459
2012,-118.0241489,34.20282284
2012,-121.777546,39.679877
2012,-116.864841,34.271227
2012,-118.6990103,34.07987829
2012,-118.5008175,34.12863191
2012,-121.688004,36.368084
2012,-118.557497,35.72857
2012,-121.7024685,39.8458625
2012,-117.805088,34.0925351
2012,-120.4691034,39.8104567
2012,-121.185925,37.6916387
2012,-121.185925,37.6916387
2012,-119.5936038,37.7455701
2012,-121.7607021,36.23098128
2012,-119.5946114,37.74629741
2013,-121.0445791,39.21220967
2013,-120.0316916,39.1100901
2013,-122.137097,37.35059321
2013,-118.145943,34.256365
2013,-119.568267,37.738748
2013,-116.576032,33.313216
2013,-122.343063,37.184776
2013,-118.30661,34.115321
2013,-118.307642,34.110297
2013,-118.307553,34.113197
2013,-118.319225,34.236697
2013,-122.347193,37.431936
2013,-120.740194,35.42473
2013,-122.839296,38.455464
2013,-122.25737,37.15966
2013,-120.924432,38.672762
2013,-119.14733,34.811645
2013,-118.3069675,34.11584164
2013,-122.860708,38.101617
2013,-121.882603,37.213139
2013,-118.307241,34.11666
2013,-118.307595,34.115241
2013,-121.748473,38.560623
2013,-122.685689,38.455298
2013,-116.569297,32.983351
2013,-122.063266,37.040509
2013,-122.839391,38.455105
2013,-118.294441,34.117631
2013,-118.307806,34.116894
2013,-121.093862,38.823226
2013,-118.249739,34.258336
2013,-117.990174,34.177184
2013,-118.556498,35.500678
2013,-122.5796556,37.90289687
2013,-123.1615448,39.22906186
2013,-118.1990147,34.25844608
2013,-117.7987511,34.09268805
2013,-117.7980899,34.09351106
2013,-117.7938983,34.09374375
2013,-117.7988892,34.09315878
2013,-121.7834566,36.25481713
2013,-123.2119092,39.13842954
2013,-123.1808808,39.25649536
2013,-116.5607296,32.92875779
2013,-116.7152556,33.7467471
2013,-119.7050495,34.4287137
2013,-119.7050972,34.42840359
2013,-117.805088,34.0925351
2013,-117.805088,34.0925351
2013,-117.6190174,33.7105921
2013,-122.6066414,37.92538884
2013,-121.782399,36.2563074
2013,-116.6400739,33.81190771
