Date,Longitude,Latitude
2005,-119.647577,34.420045
2006,-122.2207944,37.377225
2006,-118.312218,33.759847
2007,-118.086087,33.808474
2007,-122.0932961,37.99575684
2007,-118.2937859,34.1449992
2007,-122.1341323,38.01935551
2008,-119.8223802,36.75362139
2008,-118.312218,33.759847
2008,-118.312218,33.759847
2008,-122.4386239,37.78164946
2008,-122.2512101,37.86296535
2008,-117.8379363,33.65406837
2008,-117.8379464,33.65407786
2009,-118.0863923,33.80947545
2009,-118.1937395,33.7700504
2009,-121.2926324,38.14836103
2009,-118.4911912,34.0194543
2009,-122.3083001,37.92596672
2010,-117.9142929,33.67565865
2010,-118.0346728,34.01372201
2010,-118.5121819,34.05520579
2010,-118.2955862,33.71731179
2011,-118.309772,33.733111
2011,-118.309772,33.733111
2011,-118.142989,33.770905
2011,-118.418371,34.327188
2011,-118.0876207,33.8212363
2011,-118.4954915,34.18339388
2011,-118.3343504,33.88242247
2011,-121.490711,38.5759338
2011,-121.4907217,38.5759338
2011,-121.6982935,37.58916605
2011,-117.1401125,32.72070333
2011,-121.4575345,38.57298648
2011,-121.9295116,36.63603177
2011,-121.375633,38.39482072
2012,-122.0510663,37.5816927
2012,-118.167294,34.1402854
2012,-121.7843779,37.15098424
2012,-121.5178735,37.17545957
2012,-122.1515965,37.72843433
2012,-118.1722419,34.1919919
2012,-118.1722419,34.1919919
2012,-117.928947,33.61891
2012,-118.4422317,33.9564194
2012,-117.926131,34.05695565
2012,-121.8946761,36.6002378
2012,-118.3072157,34.1109246
2012,-117.8135579,33.6444099
2012,-118.4360391,34.1078665
2012,-118.4359209,34.10786751
2012,-117.4920257,34.2478921
2012,-117.4923693,34.24803419
2012,-117.4922404,34.24801666
2012,-118.0866997,33.81771538
2012,-118.1181961,33.7678687
2012,-118.1181961,33.7678687
2012,-118.0063793,33.70107786
2012,-118.008581,33.70324678
2013,-121.9918871,37.8893845
2013,-122.2999549,37.88312316
2013,-118.2073559,34.20380938
2013,-122.1231795,37.73029926
2013,-122.1455096,37.6942009
2013,-118.1724994,34.19440572
2013,-118.452761,34.177691
2013,-118.453044,34.162939
2013,-118.452761,34.177691
2013,-118.204715,34.065801
2013,-118.1872373,33.94476031
2013,-117.947968,34.06577
2013,-118.2840202,34.06295856
2013,-118.27943,34.058331
2013,-118.312331,33.946894
2013,-118.334077,33.883689
2013,-118.240983,33.837256
2013,-118.247791,33.848718
2013,-118.235828,33.856655
2013,-118.25822,33.87192
2013,-118.21389,33.883604
2013,-118.260395,33.898365
2013,-118.250434,33.9252
2013,-122.309334,37.86663
2013,-118.30699,34.113527
2013,-118.295038,34.100507
2013,-118.279492,33.919217
2013,-118.295191,33.786664
2013,-118.320204,34.034944
2013,-118.313022,34.034035
2013,-118.266257,33.997958
2013,-118.165149,34.201938
2013,-118.154765,33.927763
2013,-118.3122499,33.97995772
2013,-118.293047,33.749756
2013,-118.330853,34.119769
2013,-118.396274,34.267768
2013,-118.411981,34.315516
2013,-118.535586,34.189486
2013,-118.174436,33.921725
2013,-118.038552,34.082829
2013,-118.087276,33.80968
2013,-118.010946,34.099817
2013,-117.413861,33.935233
2013,-118.010946,34.099817
2013,-122.478197,37.794912
2013,-118.385926,33.979466
2013,-118.504204,34.059112
2013,-118.503467,34.059839
2013,-121.926162,36.553362
2013,-121.883011,37.213242
2013,-122.123981,37.956448
2013,-117.03529,32.658326
2013,-119.823004,36.753661
2013,-118.097244,34.178177
2013,-117.159054,32.726252
2013,-118.478013,34.002196
2013,-118.47809,34.002133
2013,-118.167832,34.139348
2013,-118.724019,34.126896
2013,-118.4003563,34.0736204
2013,-122.1756935,37.38389616
2013,-117.7969312,34.0930493
2013,-117.7985981,34.09288565
2013,-117.7985436,34.09289997
2013,-122.111202,37.86278174
2013,-118.294876,33.783516
2013,-122.2698026,37.77170061
2013,-118.1181961,33.7678687
2013,-118.1181961,33.7678687
2013,-118.1181961,33.7678687
2013,-117.9566998,33.85678638
2013,-121.268241,38.636967
2014,-117.103949,32.706451
2014,-121.988572,37.54827
2014,-118.113569,34.087847
2014,-118.113574,34.087657
2014,-122.299471,37.859567
2014,-118.145514,34.095743
2014,-118.113134,34.086058
2014,-118.417644,34.326599
2014,-121.819533,36.868448
2014,-122.2562304,37.80728077
2014,-118.321529,34.169476
2014,-122.2565174,37.80733106
2014,-122.255645,37.805986
2014,-117.19318,32.757602
2014,-122.124352,37.955479
2014,-121.970344,37.244917
2014,-118.291275,34.14367
2014,-118.113134,34.086058
2014,-117.837501,33.644938
2014,-118.345233,34.066875
2014,-118.097381,34.091525
2014,-118.113134,34.086058
2014,-118.35693,34.064096
2014,-118.113134,34.086058
2014,-118.113134,34.086058
2014,-117.929011,33.982293
2014,-118.139446,34.100872
2014,-118.044959,34.034915
2014,-122.228572,37.845232
2014,-122.248941,37.865885
2014,-122.02351,36.977168
2014,-118.086929,33.809565
2014,-121.06958,38.68036
2014,-118.167775,34.162154
2014,-121.0742333,38.68375
2014,-121.069589,38.6804
2014,-121.069612,38.680459
2014,-121.069599,38.680458
2014,-121.075657,38.689456
2014,-121.272055,38.078982
2014,-119.822668,36.752574
2014,-118.34616,34.062322
2014,-118.324296,33.825463
2014,-118.2732153,34.11971028
2014,-118.2737691,34.11949382
2014,-118.309557,33.733397
2014,-118.309772,33.733111
2014,-118.297748,34.122733
2014,-118.2967,34.125165
2014,-118.343945,34.154572
2014,-118.316462,34.121473
2014,-122.454843,37.797785
2014,-118.297164,34.123916
2014,-118.503253,34.060011
2014,-118.442232,33.956419
2014,-118.3147076,34.12565137
2014,-118.3145098,34.12459256
2014,-118.3146902,34.12461066
2014,-118.3147044,34.12461401
2014,-118.3148033,34.12446931
2014,-118.3151029,34.12450094
2014,-118.112383,34.086787
2014,-118.241386,34.050953
2014,-122.028888,37.628697
2014,-122.05148,37.655659
2014,-122.301523,37.875765
2014,-122.537593,37.951548
2014,-122.301623,37.875722
2014,-117.764021,33.869303
2014,-118.29493,34.119199
2014,-118.2949946,34.1192106
2014,-121.296252,38.146987
2014,-121.296252,38.146987
2014,-119.251945,34.449164
2014,-118.131319,34.190162
2014,-118.356491,34.063633
2014,-118.3078096,34.1102518
2014,-117.105031,32.706653
2014,-121.086727,38.683969
2014,-118.3076405,34.10910271
2014,-118.3081173,34.10851195
2014,-118.3078154,34.10868658
2014,-118.4503664,34.1696046
2014,-118.131319,34.190162
2014,-118.106459,34.121397
2014,-118.356889,34.063614
2014,-118.356903,34.063697
2014,-118.234434,34.170997
2014,-118.307488,34.11222357
2014,-121.62819,36.87629
2014,-118.321531,34.11168
2014,-118.361986,34.095746
2014,-121.3095954,38.61891916
2014,-121.3558428,38.41211781
2014,-119.918595,36.72634226
2014,-119.9177366,36.72544794
2014,-117.797201,34.09224378
2014,-118.5958507,34.13909969
2014,-118.2179372,33.81317484
2014,-119.7445714,36.81292672
2014,-119.8229313,36.75647768
2014,-119.7831373,36.87049106
2014,-121.7620942,38.52893822
2014,-121.43927,38.2657318
2014,-118.1181961,33.7678687
2014,-118.1181961,33.7678687
2014,-118.1181961,33.7678687
2014,-118.3262386,34.15717787
2014,-122.4534101,37.80043108
2014,-117.768925,33.86769763
2015,-114.564893,32.796481
2015,-114.564657,32.796438
2015,-121.62819,36.8763
2015,-121.291831,38.148618
2015,-122.5279677,37.92356388
2015,-118.3070524,34.1137664
2015,-118.306987,34.11386
2015,-118.3067485,34.11524821
2015,-118.361485,34.020126
2015,-118.3067485,34.11524821
2015,-118.273981,34.119101
2015,-118.361698,34.019955
2015,-118.356173,34.063463
2015,-118.273825,34.11651
2015,-118.123161,34.119514
2015,-121.893069,37.32908942
2015,-118.2958085,34.11781386
2015,-118.2958085,34.11781386
2015,-118.2868966,34.10759399
2015,-118.452129,33.961842
2015,-118.03429,34.138097
2015,-122.255645,37.807087
2015,-118.399149,33.76537
2015,-118.2958085,34.11781386
2015,-118.057607,34.034913
2015,-118.296922,34.157757
2015,-118.503198,34.06017
2015,-121.344614,38.650978
2015,-118.330968,34.083536
2015,-118.2909976,34.14754298
2015,-118.088073,34.158139
2015,-118.3717644,34.01330408
2015,-122.258928,37.807006
2015,-118.371395,34.01322
2015,-118.3713739,34.0129038
2015,-121.272055,38.078982
2015,-117.5924132,34.10682803
2015,-117.9823977,34.06865648
2015,-118.113134,34.086058
2015,-118.3075748,34.11081383
2015,-118.3075609,34.11098582
2015,-118.3063342,34.11464019
2015,-118.3071939,34.11361372
2015,-121.155442,36.469922
2015,-118.1577172,33.77328617
2015,-118.1577376,33.77345766
2015,-118.3092057,34.108193
2015,-118.307543,34.111102
2015,-118.389051,34.009602
2015,-118.3075566,34.11085545
2015,-118.3079434,34.11379457
2015,-118.307144,34.1114
2015,-118.3079686,34.11382901
2015,-118.3075673,34.10985281
2015,-118.307562,34.10999747
2015,-118.306091,34.11469225
2015,-121.272055,38.078982
2015,-118.113134,34.086058
2015,-118.3868878,34.01461492
2015,-118.41449,34.044066
2015,-118.26865,34.069281
2015,-118.403024,34.024367
2015,-122.815793,38.401386
2015,-118.254292,34.055799
2015,-118.144164,34.067734
2015,-118.2976802,34.12369779
2015,-118.135302,34.149128
2015,-118.35583,34.070977
2015,-118.097116,34.177072
2015,-118.126939,33.760589
2015,-118.126939,33.760589
2015,-118.126939,33.760589
2015,-118.2643959,34.1242552
2015,-121.296252,38.146987
2015,-118.202146,33.771793
2015,-118.288079,34.10774
2015,-121.894676,36.600238
2015,-121.894676,36.600238
2015,-121.894676,36.600238
2015,-118.113134,34.086058
2015,-118.3862,34.016591
2015,-118.383965,34.016248
2015,-118.307892,34.075492
2015,-121.031491,38.22334
2015,-118.284068,33.710388
2015,-118.289231,34.052938
2015,-118.2759007,34.12028169
2015,-118.1664797,33.76093106
2015,-118.254469,34.088814
2015,-122.030899,37.637386
2015,-117.937543,34.144125
2015,-121.439292,38.265702
2015,-118.246365,34.055702
2015,-118.086917,33.809553
2015,-117.859343,33.775125
2015,-118.032281,34.166988
2015,-122.338836,37.929396
2015,-122.364605,38.398142
2015,-122.480962,37.78968
2015,-118.144516,34.147785
2015,-118.2763471,34.1206536
2015,-118.2919618,34.1187002
2015,-118.128769,33.820534
2015,-117.9427607,33.86290286
2015,-121.290531,38.14987
2015,-118.3787,33.773237
2015,-118.3066507,34.11405932
2015,-118.3072013,34.11344505
2015,-118.307025,34.116207
2015,-118.307532,34.117061
